,3.48833,72.863
LLRD,32.6651,35.1795
LLU,60.4644,-45.5692
LLV,37.6833,111.143
LLW,-13.7894,33.781
LLY,39.9429,-74.8457
LMA,63.886,-152.302
LME,47.9486,0.201667
LMM,25.6852,-109.081
LMN,4.8083,115.01
LMO,57.7052,-3.33917
LMP,35.4979,12.6181
LMQ,30.3781,19.5764
LMR,-28.3601,23.4391
LMT,42.1561,-121.733
LNA,26.593,-80.0851
LNB,-16.5842,168.159
LND,42.8152,-108.73
LNE,-15.8656,168.172
LNJ,23.7381,100.025
LNK,40.851,-96.7592
LNL,33.788,105.797
LNN,41.684,-81.3897
LNO,-28.8781,121.315
LNR,43.2117,-90.1816
LNS,40.1217,-76.2961
LNX,54.824,32.025
LNY,20.7856,-156.951
LNZ,48.2332,14.1875
LOAG,48.4464,15.6342
LOAN,47.8433,16.2601
LOAU,48.41,16.1917
LOAV,47.965,16.26
LOD,-15.3067,167.967
LOE,17.4391,101.722
LOGG,47.1465,16.3168
LOGO,47.4783,14.0083
LOH,-3.99589,-79.3719
LOIJ,47.5201,12.4497
LOK,3.12197,35.6087
LOKN,46.5811,13.6292
LOL,40.0664,-118.565
LOLW,48.1833,14.0409
LOO,33.7644,2.92834
LOP,-8.75732,116.277
LOS,6.57737,3.32116
LOSM,47.1325,13.6969
LOT,41.6073,-88.0962
LOU,38.228,-85.6637
LOV,26.9557,-101.47
LOWZ,47.2922,12.7875
LOXT,48.3167,16.1167
LOXZ,47.2028,14.7442
LOZ,37.0822,-84.0849
LPA,27.9319,-15.3866
LPAV,40.6567,-8.74154
LPB,-16.5133,-68.1923
LPC,34.6656,-120.468
LPCB,39.847,-7.44111
LPCO,40.1588,-8.47081
LPCV,40.1948,-8.46021
LPD,-1.32861,-69.5797
LPEV,38.5335,-7.88964
LPF,26.6094,104.979
LPG,-34.9722,-57.8947
LPI,58.4062,15.6805
LPK,52.7028,39.5378
LPL,53.3336,-2.84972
LPM,-16.4611,167.829
LPMT,38.7039,-9.03592
LPOT,39.0875,-8.96278
LPOV,40.9159,-8.64592
LPP,61.0446,28.1447
LPQ,19.8973,102.161
LPS,48.4839,-122.938
LPSO,39.2116,-8.05654
LPST,38.8311,-9.33955
LPT,18.2709,99.5042
LPTN,39.4751,-8.36458
LPU,1.70449,114.97
LPVL,41.2773,-8.51621
LPX,56.5175,21.0969
LPY,45.0807,3.76289
LQM,-0.182278,-74.7708
LRA,39.6503,22.4655
LRBG,45.6864,25.5291
LRCT,46.5023,23.8859
LRD,27.5438,-99.4616
LRE,-23.4342,144.28
LRF,34.9169,-92.1497
LRH,46.1792,-1.19528
LRL,9.76733,1.09125
LRM,18.4507,-68.9118
LRR,27.6747,54.3833
LRS,37.1849,26.8003
LRT,47.7606,-3.44
LRTZ,43.9842,28.6097
LRU,32.2894,-106.922
LRV,11.95,-66.67
LSC,-29.9162,-71.1995
LSE,43.879,-91.2567
LSEZ,46.0293,7.75337
LSF,32.3373,-84.9913
LSGC,47.0839,6.79284
LSGE,46.755,7.07611
LSGK,46.4875,7.25083
LSGP,46.4064,6.25806
LSGR,46.6136,7.67778
LSGY,46.7619,6.61333
LSH,22.9779,97.7522
LSI,59.8789,-1.29556
LSL,11.0353,-84.7061
LSMA,46.9439,8.28417
LSMD,47.3986,8.64823
LSMF,47.0789,9.06483
LSML,46.2959,8.99213
LSMM,46.7433,8.11
LSMP,46.8432,6.91506
LSP,11.7808,-70.1515
LSPA,47.5742,9.0475
LSPM,46.5125,8.68978
LSPN,47.2267,8.07806
LSPO,47.3444,7.88944
LSPV,47.2047,8.8675
LSQ,-37.4017,-72.4254
LSS,15.8644,-61.5806
LST,-41.5453,147.214
LSTA,46.3036,7.82333
LSTS,46.4974,7.41257
LSV,36.2362,-115.034
LSW,5.22668,96.9503
LSX,5.06951,97.2592
LSXB,47.0681,9.48111
LSY,-28.8303,153.26
LSZ,44.5658,14.3931
LSZF,47.4436,8.23361
LSZJ,47.1836,7.09083
LSZK,47.3764,8.7575
LSZO,47.19,8.20472
LSZP,47.0892,7.29
LSZQ,47.3927,7.02865
LSZT,47.5244,9.00306
LSZW,46.7564,7.60056
LTA,-23.8244,30.3293
LTAB,39.935,32.7408
LTAE,40.0789,32.5656
LTAK,36.5745,36.1534
LTAO,38.3537,38.2539
LTAV,39.4515,31.3653
LTBK,38.3191,27.1594
LTBM,37.7851,30.59
LTBN,39.4267,30.0169
LTBP,40.6844,29.3757
LTBT,38.8089,27.8339
LTBX,40.993,29.2165
LTD,30.1517,9.71531
LTFA,38.5176,26.9774
LTFB,37.9507,27.329
LTI,46.3764,96.2211
LTK,35.4011,35.9487
LTM,3.37276,-59.7894
LTN,51.8747,-0.368333
LTO,25.9892,-111.348
LTQ,50.5174,1.62059
LTS,34.6671,-99.2667
LTT,43.2054,6.482
LTX,-0.906833,-78.6158
LUA,27.6869,86.7297
LUBM,47.8627,28.2128
LUC,-16.7481,-179.667
LUCH,45.8438,28.2637
LUD,-26.6874,15.2429
LUF,33.535,-112.383
LUG,46.0043,8.91058
LUH,30.8547,75.9526
LUK,39.1033,-84.4186
LUM,24.4011,98.5317
LUN,-15.3308,28.4526
LUO,-11.7681,19.8977
LUP,21.211,-156.974
LUQ,-33.2732,-66.3564
LUR,68.8751,-166.11
LUTR,46.8681,29.5906
LUV,-5.66162,132.731
LUW,-1.03892,122.772
LUX,49.6233,6.20444
LUZ,51.2403,22.7136
LVA,48.0314,-0.742986
LVI,-17.8218,25.8227
LVK,37.6934,-121.82
LVM,45.6994,-110.448
LVO,-28.6136,122.424
LVP,26.8103,53.3563
LVS,35.6542,-105.142
LWB,37.8583,-80.3995
LWC,39.0112,-95.2166
LWK,60.1922,-1.24361
LWM,42.7172,-71.1234
LWN,40.7504,43.8593
LWO,49.8125,23.9561
LWR,53.2286,5.76056
LWS,46.3745,-117.015
LWT,47.0493,-109.467
LWY,4.84917,115.408
LXA,29.2978,90.9119
LXG,20.967,101.4
LXN,40.791,-99.7773
LXR,25.671,32.7066
LXS,39.9171,25.2363
LYA,34.7411,112.388
LYB,19.6602,-80.0888
LYC,64.5483,18.7162
LYE,51.5051,-1.99343
LYG,34.5717,118.874
LYH,37.3267,-79.2004
LYI,35.0461,118.412
LYM,51.08,1.013
LYN,45.7272,4.94427
LYP,31.365,72.9948
LYR,78.2461,15.4656
LYS,45.7256,5.08111
LYU,47.8245,-91.8307
LYVR,45.1469,21.3099
LYX,50.9561,0.939167
LZC,18.0017,-102.221
LZH,24.2075,109.391
LZMC,48.402,17.1184
LZN,26.1598,119.958
LZO,28.8522,105.393
LZR,-14.6733,145.455
LZTN,48.865,17.9923
LZU,33.9781,-83.9624
LZY,29.3033,94.3353
MAA,12.99,80.1693
MAB,-5.36859,-49.138
MAD,40.4719,-3.56264
MAE,36.9886,-120.112
MAF,31.9425,-102.202
MAG,-5.20708,145.789
MAH,39.8626,4.21865
MAI,-14.483,35.267
MAJ,7.06476,171.272
MAK,9.55897,31.6522
MAM,25.7699,-97.5253
MAN,53.3537,-2.27495
MAO,-3.03861,-60.0497
MAQ,16.6999,98.5451
MAR,10.5582,-71.7279
MAS,-2.06189,147.424
MAT,-5.79961,13.4404
MAU,-16.4265,-152.244
MAX,15.5936,-13.3228
MAY,24.2877,-77.6846
MAZ,18.2557,-67.1485
MBA,-4.03483,39.5942
MBD,-25.7984,25.548
MBE,44.3039,143.404
MBG,45.5465,-100.408
MBH,-25.5133,152.715
MBI,-8.91994,33.274
MBJ,18.5037,-77.9134
MBL,44.2724,-86.2469
MBO,13.2081,120.605
MBS,43.5329,-84.0796
MBT,12.3697,123.63
MBU,-9.7475,159.839
MBW,-37.9758,145.102
MBX,46.4799,15.6861
MBZ,-3.37217,-57.7248
MCB,31.1785,-90.4719
MCC,38.6676,-121.401
MCE,37.2847,-120.514
MCF,27.8493,-82.5212
MCG,62.9529,-155.606
MCH,-3.2689,-79.9616
MCI,39.2976,-94.7139
MCJ,11.2325,-72.4901
MCK,40.2063,-100.592
MCL,63.7326,-148.911
MCN,32.6928,-83.6492
MCO,28.4294,-81.309
MCP,0.050664,-51.0722
MCS,-30.2719,-57.6402
MCT,23.5933,58.2844
MCU,46.2226,2.36396
MCV,-16.4425,136.084
MCW,43.1578,-93.3313
MCX,42.8168,47.6523
MCY,-26.6033,153.091
MCZ,-9.51081,-35.7917
MDAB,19.1986,-69.4298
MDC,1.54926,124.926
MDE,6.16454,-75.4231
MDG,44.5241,129.569
MDH,37.7781,-89.252
MDI,7.70388,8.61394
MDK,0.0226,18.2887
MDL,21.7022,95.9779
MDMC,19.8653,-71.6453
MDQ,-37.9342,-57.5733
MDS,21.826,-71.8025
MDSI,18.5037,-69.7617
MDT,40.1935,-76.7634
MDU,-6.14774,143.657
MDW,41.786,-87.7524
MDY,28.2017,-177.381
MDZ,-32.8317,-68.7929
MEA,-22.343,-41.766
MEB,-37.7281,144.902
MEC,-0.946078,-80.6788
MED,24.5534,39.7051
MEE,-21.4817,168.038
MEG,-9.52509,16.3124
MEH,71.0297,27.8267
MEI,32.3326,-88.7519
MEK,33.8791,-5.51512
MEL,-37.6733,144.843
MEM,35.0424,-89.9767
MEN,44.5021,3.53282
MEO,35.919,-75.6955
MEQ,4.25,96.217
MER,37.3805,-120.568
MES,3.55917,98.6711
MEU,-0.889839,-52.6022
MEX,19.4363,-99.0721
MEY,27.5774,84.2288
MFA,-7.91748,39.6685
MFD,40.8214,-82.5166
MFE,26.1758,-98.2386
MFG,34.339,73.5086
MFI,44.6369,-90.1893
MFJ,-18.5667,179.951
MFK,26.2242,120.003
MFM,22.1496,113.592
MFN,-44.6733,167.923
MFQ,13.5025,7.12675
MFR,42.3742,-122.873
MFU,-13.2589,31.9366
MFX,45.407,6.57794
MGA,12.1415,-86.1682
MGB,-37.7456,140.785
MGBN,15.4735,-88.8372
MGC,41.7033,-86.8212
MGE,33.9154,-84.5163
MGF,-23.4794,-52.0122
MGH,-30.8574,30.343
MGJ,41.51,-74.2646
MGL,51.2303,6.50444
MGM,32.3006,-86.394
MGN,9.28474,-74.8461
MGQ,2.01444,45.3047
MGS,-21.896,-157.907
MGT,-12.0944,134.894
MGW,39.6429,-79.9163
MGY,39.589,-84.2249
MGZ,12.4398,98.6215
MHA,5.27749,-59.1511
MHC,-42.3404,-73.7157
MHD,36.2352,59.641
MHE,43.7748,-98.0386
MHG,49.4731,8.51417
MHH,26.5114,-77.0835
MHK,39.141,-96.6708
MHP,53.8645,27.5397
MHQ,60.1222,19.8982
MHR,38.5539,-121.298
MHT,42.9326,-71.4357
MHU,-37.0475,147.334
MHV,35.0594,-118.152
MHX,-10.3767,-161.002
MHZ,52.3619,0.486406
MIA,25.7932,-80.2906
MIB,48.4156,-101.358
MID,20.937,-89.6577
MIE,40.2423,-85.3959
MIG,31.4281,104.741
MII,-22.1969,-49.9264
MIJ,6.08333,171.733
MIK,61.6866,27.2018
MIM,-36.9086,149.901
MIP,30.7761,34.6667
MIR,35.7581,10.7547
MIS,-10.6892,152.838
MIU,11.8553,13.0809
MIV,39.3678,-75.0722
MJA,-21.4261,44.3165
MJC,7.27207,-7.58736
MJD,27.3352,68.1431
MJF,65.784,13.2149
MJI,32.8941,13.276
MJK,-25.8939,113.577
MJL,-1.84514,11.0567
MJM,-6.12124,23.569
MJN,-15.6668,46.3512
MJT,39.0567,26.5983
MJV,37.775,-0.812389
MJZ,62.5347,114.039
MKC,39.1232,-94.5928
MKE,42.9472,-87.8966
MKG,43.1695,-86.2382
MKK,21.1529,-157.096
MKL,35.5999,-88.9156
MKM,2.90639,112.08
MKP,-16.5839,-143.658
MKQ,-8.52029,140.418
MKR,-26.6117,118.548
MKS,10.7254,38.7415
MKU,0.579211,12.8909
MKW,-0.891833,134.049
MKY,-21.1717,149.18
MKZ,2.26336,102.252
MLA,35.8575,14.4775
MLB,28.1028,-80.6453
MLC,34.8824,-95.7835
MLE,4.19183,73.5291
MLG,-7.92656,112.715
MLI,41.4485,-90.5075
MLL,61.8643,-162.026
MLM,19.8499,-101.025
MLN,35.2798,-2.95626
MLO,36.6969,24.4769
MLS,46.428,-105.886
MLU,32.5109,-92.0377
MLW,6.28906,-10.7587
MLX,38.4353,38.091
MLY,64.9976,-150.644
MLZ,-32.3379,-54.2167
MM52,25.6522,-108.538
MMB,43.8806,144.164
MMCH,17.5742,-99.5154
MMD,25.8465,131.263
MME,54.5092,-1.42941
MMG,-28.1161,117.842
MMH,37.6241,-118.838
MMI,35.3973,-84.5626
MMJ,36.1668,137.923
MMK,68.7817,32.7508
MMO,15.1559,-23.2137
MMPC,20.0774,-98.7825
MMSL,22.9477,-109.937
MMT,33.9208,-80.8013
MMTA,19.538,-98.1735
MMTB,16.7399,-93.1733
MMU,40.7994,-74.4149
MMX,55.5363,13.3762
MMY,24.7828,125.295
MMZ,35.9308,64.7609
MMZP,20.7479,-103.462
MNA,4.00694,126.673
MNB,-5.93086,12.3518
MNBR,12.19,-86.3539
MNC,-14.4882,40.7122
MNF,-17.6731,177.098
MNG,-12.0561,134.234
MNH,23.6406,57.4875
MNI,16.7914,-62.1933
MNJ,-21.2018,48.3583
MNK,1.00361,173.031
MNL,14.5086,121.02
MNLN,12.4292,-86.9028
MNLP,11.5236,-85.703
MNM,45.1267,-87.6384
MNR,-15.2545,23.1623
MNS,-11.137,28.8726
MNU,16.4447,97.6607
MNX,-5.81138,-61.2783
MNY,-7.41694,155.565
MNZ,38.7214,-77.5154
MO00,36.5917,-93.6669
MOA,20.6539,-74.9222
MOB,30.6912,-88.2428
MOC,-16.7069,-43.8189
MOD,37.6258,-120.954
MOE,23.0925,96.6453
MOF,-8.64065,122.237
MOG,20.5168,99.2568
MOI,-19.8425,-157.703
MOJ,5.6076,-54.4003
MOL,62.7447,7.2625
MON,-43.765,170.133
MOO,-28.0994,140.197
MOQ,-20.2847,44.3176
MOT,48.2594,-101.28
MOU,62.0954,-163.682
MOV,-22.0578,148.077
MOZ,-17.49,-149.762
MPA,-17.6344,24.1767
MPH,11.9245,121.954
MPK,34.7589,126.38
MPL,43.5762,3.96301
MPM,-25.9208,32.5726
MPN,-51.8228,-58.4472
MPO,41.1375,-75.3789
MPV,44.2035,-72.5623
MPW,47.0761,37.4496
MPY,3.6575,-54.0372
MQC,47.0955,-56.3803
MQF,53.3931,58.7557
MQH,-13.5491,-48.1953
MQJ,66.4509,143.262
MQL,-34.2292,142.086
MQM,37.2233,40.6317
MQN,66.3639,14.3014
MQP,-25.3832,31.1056
MQQ,8.62441,16.0714
MQS,12.8879,-61.1802
MQT,46.3536,-87.3954
MQU,5.21256,-74.8836
MQX,13.4674,39.5335
MQY,36.009,-86.5201
MRB,39.4019,-77.9846
MRCA,10.414,-85.0917
MRCV,10.3557,-85.8529
MRD,8.58208,-71.161
MRE,-1.40611,35.0081
MREC,10.202,-83.4722
MRF,30.3711,-104.018
MRFI,8.91635,-83.5073
MRG,-17.0692,145.419
MRGT,10.6833,-84.8333
MRI,61.2135,-149.844
MRK,25.995,-81.6725
MRN,35.8202,-81.6114
MRO,-40.9733,175.634
MRPD,9.73217,-82.9832
MRQ,13.361,121.826
MRR,-4.37823,-79.941
MRS,43.4393,5.22142
MRSG,10.2883,-83.7135
MRSI,9.35262,-83.7131
MRSR,9.87,-85.48
MRST,10.0667,-84.8833
MRU,-20.4302,57.6836
MRV,44.2251,43.0819
MRW,54.6993,11.4401
MRX,30.5562,49.1519
MRY,36.587,-121.843
MRZ,-29.4989,149.845
MSA,53.4414,-91.7628
MSC,33.4608,-111.728
MSE,51.3422,1.34611
MSH,20.6754,58.8905
MSJ,40.7032,141.368
MSL,34.7453,-87.6102
MSN,43.1399,-89.3375
MSO,46.9163,-114.091
MSP,44.882,-93.2218
MSQ,53.8825,28.0307
MSR,38.7478,41.6612
MSS,44.9358,-74.8456
MSSM,13.4441,-88.127
MSSS,13.6995,-89.1199
MST,50.9117,5.77014
MSU,-29.4623,27.5525
MSW,15.67,39.3701
MSY,29.9934,-90.258
MSZ,-15.2612,12.1468
MTC,42.6135,-82.8369
MTF,6.9571,35.5547
MTG,-14.9942,-59.9458
MTH,24.7261,-81.0514
MTJ,38.5098,-107.894
MTK,3.37444,172.992
MTL,-32.7013,151.493
MTM,55.131,-131.578
MTN,39.3257,-76.4138
MTP,41.0765,-71.9208
MTR,8.82374,-75.8258
MTS,-26.529,31.3075
MTT,18.1034,-94.5807
MTV,-13.666,167.712
MTY,25.7785,-100.107
MTZ,31.3282,35.3886
MUA,-8.32797,157.263
MUB,-19.9726,23.4311
MUC,48.3538,11.7861
MUD,-11.6729,39.5631
MUE,20.0013,-155.668
MUFL,21.4997,-78.2028
MUH,31.3254,27.2217
MUI,40.4348,-76.5694
MUK,-20.1361,-157.345
MUN,9.75453,-63.1474
MUO,43.0436,-115.872
MUOC,22.5132,-78.511
MUR,4.17898,114.329
MUS,24.2897,153.979
MUSA,22.8715,-82.5093
MUSL,21.5095,-77.0206
MUW,35.2077,0.147142
MUX,30.2032,71.4191
MUZ,-1.503,33.8021
MVA,65.6558,-16.9181
MVB,-1.65616,13.438
MVD,-34.8384,-56.0308
MVF,-5.20192,-37.3643
MVL,44.5346,-72.614
MVP,1.25366,-70.2339
MVQ,53.9549,30.0951
MVR,10.4514,14.2574
MVS,-18.0489,-39.8642
MVT,-14.8681,-148.717
MVV,45.8208,6.65222
MVW,48.4709,-122.421
MVY,41.3931,-70.6143
MVZ,-20.0553,30.8591
MWA,37.755,-89.0111
MWC,43.1104,-88.0344
MWD,32.5631,71.5707
MWE,18.4433,31.8433
MWF,-15,168.083
MWH,47.2077,-119.32
MWK,3.34812,106.258
MWL,32.7816,-98.0602
MWQ,20.1656,94.9414
MWX,34.9914,126.383
MWZ,-2.44449,32.9327
MXB,-2.55803,120.324
MXF,32.3829,-86.3658
MXH,-6.36333,143.238
MXI,6.94909,126.274
MXJ,9.65217,6.46226
MXL,32.6306,-115.242
MXM,-21.7539,43.3755
MXN,48.6032,-3.81578
MXP,45.6306,8.72811
MXS,-13.7423,-172.258
MXT,-18.05,44.033
MXV,49.6633,100.099
MXX,60.9579,14.5114
MXZ,24.35,116.133
MYA,-35.8978,150.144
MYAS,26.0046,-77.3955
MYB,-3.45842,10.6741
MYC,10.25,-67.6494
MYD,-3.22931,40.1017
MYE,34.0736,139.56
MYEB,24.0895,-76.3979
MYEG,23.4667,-75.7817
MYG,22.3795,-73.0135
MYI,-9.91667,144.055
MYJ,33.8272,132.7
MYL,44.8897,-116.101
MYLR,23.0112,-74.9059
MYP,37.6194,61.8967
MYQ,12.23,76.6558
MYR,33.6797,-78.9283
MYT,25.3836,97.3519
MYU,60.3714,-166.271
MYV,39.0978,-121.57
MYW,-10.3391,40.1818
MYY,4.32201,113.987
MYZ,-14.0836,34.9197
MZB,-11.3618,40.3549
MZG,23.5687,119.628
MZH,40.8294,35.522
MZI,14.5128,-4.07956
MZJ,32.5106,-111.328
MZK,2.05861,173.271
MZL,5.0296,-75.4647
MZM,49.0717,6.13167
MZO,20.2881,-77.0892
MZP,-41.1233,172.989
MZQ,-27.6261,32.0443
MZR,36.7069,67.2097
MZT,23.1614,-106.266
MZU,26.1191,85.3137
MZV,4.04833,114.805
MZW,33.5359,-0.242353
NAA,-30.3192,149.827
NAC,-36.9853,140.725
NAG,21.0922,79.0472
NAH,3.68321,125.528
NAI,3.95944,-59.1242
NAJ,39.1888,45.4584
NAK,14.9495,102.313
NAL,43.5129,43.6366
NAM,-3.23557,127.1
NAN,-17.7554,177.443
NAO,30.7954,106.163
NAP,40.886,14.2908
NAQ,77.4886,-69.3887
NAS,25.039,-77.4662
NAT,-5.76806,-35.3761
NAU,-14.1768,-141.267
NAV,38.7719,34.5345
NAW,6.51992,101.743
NAY,39.7828,116.388
NBC,55.5647,52.0925
NBE,36.0758,10.4386
NBG,29.8253,-90.035
NBN,-1.41028,5.62194
NBO,-1.31924,36.9278
NBS,42.0669,127.602
NBW,19.9065,-75.2071
NBX,-3.36818,135.496
NCA,21.9175,-71.9396
NCE,43.6584,7.21587
NCG,30.3974,-107.875
NCJ,-30.9575,-61.5283
NCL,55.0375,-1.69167
NCN,60.0773,-147.992
NCO,41.5971,-71.4121
NCR,11.1334,-84.77
NCS,-27.7706,29.9769
NCU,42.4884,59.6233
NCY,45.9308,6.10639
NDB,20.9331,-17.03
NDC,19.1833,77.3167
NDD,-11.1679,13.8475
NDG,47.2396,123.918
NDJ,12.1337,15.034
NDN,-9.14356,147.684
NDR,34.9888,-3.02821
NDU,-17.9565,19.7194
NDY,59.2503,-2.57667
NEC,-38.4831,-58.8172
NEG,18.3428,-78.3321
NEL,40.0333,-74.3533
NER,56.9139,124.914
NEU,20.4184,104.067
NEV,17.2057,-62.5899
NEW,30.0424,-90.0283
NFG,61.1083,72.65
NFL,39.4166,-118.701
NFO,-15.5708,-175.633
NGA,-34.2556,148.248
NGB,29.8267,121.462
NGD,18.7272,-64.3297
NGE,7.35701,13.5592
NGF,21.4505,-157.768
NGI,-18.1156,179.34
NGK,51.7801,143.139
NGO,34.8584,136.805
NGQ,32.1,80.0531
NGS,32.9169,129.914
NGU,36.9376,-76.2893
NGX,28.6414,84.0892
NGZ,37.7889,-122.32
NHA,12.2275,109.192
NHD,25.0268,55.3662
NHK,38.286,-76.4118
NHT,51.553,-0.418167
NHV,-8.7956,-140.229
NHZ,43.8922,-69.9386
NIB,63.0186,-154.358
NIG,-1.31444,176.41
NIM,13.4815,2.18361
NIO,-2.7175,17.6847
NIP,30.2358,-81.6806
NIS,-2.66222,151.998
NIT,46.3135,-0.394529
NIU,-16.1191,-146.368
NJA,35.4546,139.45
NJC,60.9493,76.4836
NJF,31.9899,44.4043
NJK,32.8292,-115.672
NK39,40.7126,-73.9996
NKB,-18.4947,124.852
NKC,18.31,-15.9697
NKG,31.742,118.862
NKM,35.255,136.924
NKT,37.3647,42.0582
NKW,-7.31327,72.4111
NKX,32.8684,-117.143
NLA,-12.9981,28.6649
NLC,36.333,-119.952
NLD,27.4439,-99.5705
NLF,-9.58333,143.767
NLG,56.0075,-161.16
NLH,27.5403,100.759
NLI,53.155,140.65
NLK,-29.0416,167.939
NLO,-4.32666,15.3275
NLP,-25.5,30.9138
NLT,43.4318,83.3786
NLV,47.0579,31.9198
NMA,40.9846,71.5567
NMB,20.4344,72.8432
NMC,24.5943,-76.8202
NME,60.471,-164.701
NMS,20.8905,97.7359
NMT,23.083,97.383
NNA,34.2989,-6.59588
NNB,-10.848,162.454
NNG,22.6083,108.172
NNL,59.9802,-154.839
NNM,67.64,53.1219
NNR,53.2303,-9.46778
NNT,18.8079,100.783
NNX,4.13333,117.667
NNY,32.9808,112.615
NOA,-34.9489,150.537
NOB,9.97649,-85.653
NOC,53.9103,-8.81849
NOD,53.6331,7.19028
NOG,31.2261,-110.976
NOJ,63.1833,75.27
NON,-0.639722,174.428
NOP,42.0158,35.0664
NOR,65.1319,-13.7464
NOS,-13.3121,48.3148
NOT,38.1436,-122.556
NOU,-22.0146,166.213
NOV,-12.8089,15.7605
NOZ,53.8114,86.8772
NPA,30.3527,-87.3186
NPE,-39.4658,176.87
NPL,-39.0086,174.179
NPO,-0.348869,111.748
NPR,-7.12583,-55.4008
NQA,35.3567,-89.8703
NQI,27.5072,-97.8097
NQN,-38.949,-68.1557
NQT,52.92,-1.07917
NQU,5.6964,-77.2806
NQX,24.5758,-81.6889
NQY,50.4406,-4.99541
NRA,-34.7022,146.512
NRB,30.3911,-81.4247
NRD,53.7069,7.23
NRE,-3.8548,126.701
NRK,58.5863,16.2506
NRL,59.3675,-2.43444
NRN,51.6024,6.14217
NRR,18.2453,-65.6434
NRT,35.7647,140.386
NSE,30.7242,-87.0219
NSH,36.6633,51.4647
NSI,3.72256,11.5533
NSK,69.3111,87.3322
NSN,-41.2983,173.221
NSO,-32.0372,150.832
NST,8.53962,99.9447
NSY,37.4017,14.9224
NTB,59.5657,9.21222
NTD,34.1203,-119.121
NTE,47.1532,-1.61073
NTI,-2.1033,133.516
NTL,-32.795,151.834
NTN,-17.6841,141.07
NTQ,37.2931,136.962
NTR,25.8656,-100.237
NTT,-15.9773,-173.791
NTU,36.8207,-76.0335
NTX,3.90871,108.388
NTY,-25.3338,27.1734
NUE,49.4987,11.0781
NUI,70.21,-151.006
NUK,-19.285,-138.772
NUL,64.7293,-158.074
NUQ,37.4161,-122.049
NUS,-16.0797,167.401
NUW,48.3518,-122.656
NUX,66.0694,76.5203
NV03,36.1081,-115.174
NVA,2.95015,-75.294
NVI,40.1172,65.1708
NVK,68.4369,17.3867
NVP,-5.11803,-60.3649
NVS,47.0026,3.11333
NVT,-26.88,-48.6514
NWA,-12.2981,43.7664
NWI,52.6758,1.28278
NXX,40.1998,-75.1482
NY94,41.9715,-73.8629
NYA,62.11,65.615
NYE,-0.364414,36.9785
NYI,7.36183,-2.32876
NYK,-0.0623989,37.041
NYM,65.4809,72.6989
NYO,58.7886,16.9122
NYR,63.295,118.337
NYT,19.6235,96.201
NYU,21.1788,94.9302
NYW,22.2216,95.0935
NZA,-7.71694,21.3582
NZC,-14.854,-74.9615
NZE,7.80602,-8.7018
NZGH,-43.3872,170.18
NZH,49.5667,117.33
NZHS,-39.6467,176.767
NZHT,-43.8653,169.041
NZIR,-77.854,166.469
NZJ,33.6761,-117.731
NZKM,-41.2367,172.105
NZL,47.8658,122.768
NZNE,-36.6567,174.655
NZOA,-44.4867,169.986
NZOX,-36.1464,175.419
NZPG,-77.9634,166.525
NZRT,-43.29,172.542
NZRU,-39.4464,175.658
NZSP,-90,0
NZTL,-44.0053,170.444
NZWD,-77.8674,167.057
NZWG,-43.5511,172.553
NZWL,-43.4767,172.397
NZWP,-36.7878,174.63
NZY,32.6992,-117.215
Norway,0,69.6833
OAA,33.9225,69.0772
OAG,-33.3817,149.133
OAH,33.3913,62.261
OAI,34.9461,69.265
OAJ,34.8292,-77.6121
OAK,37.7213,-122.221
OAL,-11.496,-61.4508
OAM,-44.97,171.082
OAR,36.6819,-121.762
OAS,33.1257,68.8385
OASG,36.7508,65.9132
OAX,16.9999,-96.7266
OAZ,31.8638,64.2246
OBBS,25.9184,50.5906
OBC,11.967,43.267
OBE,27.2628,-80.8498
OBF,48.0814,11.2831
OBL,51.2647,4.75333
OBN,56.4635,-5.39967
OBO,42.7333,143.217
OBS,44.5442,4.37219
OBU,66.9123,-156.897
OBY,70.4882,-21.9717
OCA,25.3254,-80.2748
OCC,-0.462886,-76.9868
OCF,29.1726,-82.2242
OCJ,18.4042,-76.969
OCM,-22.54,117.275
OCN,33.2173,-117.354
OCV,8.31506,-73.3583
OCW,35.5705,-77.0498
ODB,37.842,-4.84888
ODE,55.4767,10.3309
ODH,51.2341,-0.942825
ODN,3.967,115.05
ODO,57.8661,114.243
ODS,46.4268,30.6765
ODY,20.6827,101.994
OEBQ,25.9113,49.5912
OEDW,24.5,44.4
OEJF,21.3481,39.173
OEL,52.9347,36.0022
OEM,3.34528,-55.4425
OEPC,25.1745,47.4884
OEPF,24.7103,44.9645
OEPJ,24.1073,41.036
OER,63.4083,18.99
OERB,22.7026,39.0698
OERM,28.0796,48.611
OERT,26.7231,50.0308
OES,-40.7512,-65.0343
OESB,22.5145,53.9641
OETH,25.213,46.641
OETN,27.8678,48.7691
OFF,41.1183,-95.9125
OFK,41.9855,-97.4351
OG39,44.6617,-119.652
OGB,33.4568,-80.8595
OGD,41.1959,-112.012
OGG,20.8986,-156.43
OGL,6.80628,-58.1059
OGN,24.4669,122.978
OGS,44.6819,-75.4655
OGU,40.966,38.081
OGX,31.9172,5.41278
OGZ,43.2051,44.6066
OHA,-40.206,175.388
OHD,41.18,20.7423
OHE,52.9128,122.43
OHO,59.4101,143.057
OHS,24.386,56.6254
OIA,-6.7631,-51.0499
